index,Learning Rate, Epoch,Batch Size,PCA Comp,k-fold,Norm,Loss
308,  0.01, 500, 256, 50, 10, min-max norm  ,0.9566284779050737
309,  0.01, 500, 256, 50, 10, z-score norm  ,0.9844517184942717
310,  0.01, 500, 256, 100, 10, min-max norm  ,0.8387888707037643
311,  0.01, 500, 256, 100, 10, z-score norm  ,0.9852700490998363
312,  0.01, 500, 500, 5, 10, min-max norm  ,0.9468085106382979
313,  0.01, 500, 500, 5, 10, z-score norm  ,0.9582651391162029
314,  0.01, 500, 500, 10, 10, min-max norm  ,0.9729950900163666
315,  0.01, 500, 500, 10, 10, z-score norm  ,0.967266775777414
316,  0.01, 500, 500, 50, 10, min-max norm  ,0.5319148936170213
317,  0.01, 500, 500, 50, 10, z-score norm  ,0.9819967266775778
318,  0.01, 500, 500, 100, 10, min-max norm  ,0.5130932896890343
319,  0.01, 500, 500, 100, 10, z-score norm  ,0.9811783960720131
320,  0.001, 10, 64, 5, 10, min-max norm  ,0.599836333878887
321,  0.001, 10, 64, 5, 10, z-score norm  ,0.955810147299509
322,  0.001, 10, 64, 10, 10, min-max norm  ,0.8788870703764321
323,  0.001, 10, 64, 10, 10, z-score norm  ,0.9590834697217676
324,  0.001, 10, 64, 50, 10, min-max norm  ,0.5073649754500819
325,  0.001, 10, 64, 50, 10, z-score norm  ,0.9664484451718495
326,  0.001, 10, 64, 100, 10, min-max norm  ,0.5253682487725041
327,  0.001, 10, 64, 100, 10, z-score norm  ,0.9738134206219312
328,  0.001, 10, 128, 5, 10, min-max norm  ,0.5932896890343698
329,  0.001, 10, 128, 5, 10, z-score norm  ,0.9541734860883797
330,  0.001, 10, 128, 10, 10, min-max norm  ,0.9238952536824877
331,  0.001, 10, 128, 10, 10, z-score norm  ,0.9517184942716858
332,  0.001, 10, 128, 50, 10, min-max norm  ,0.532733224222586
333,  0.001, 10, 128, 50, 10, z-score norm  ,0.9648117839607201
334,  0.001, 10, 128, 100, 10, min-max norm  ,0.5204582651391162
335,  0.001, 10, 128, 100, 10, z-score norm  ,0.9689034369885434
336,  0.001, 10, 256, 5, 10, min-max norm  ,0.6153846153846154
337,  0.001, 10, 256, 5, 10, z-score norm  ,0.9648117839607201
338,  0.001, 10, 256, 10, 10, min-max norm  ,0.9206219312602292
339,  0.001, 10, 256, 10, 10, z-score norm  ,0.9549918166939444
340,  0.001, 10, 256, 50, 10, min-max norm  ,0.5180032733224222
341,  0.001, 10, 256, 50, 10, z-score norm  ,0.969721767594108
342,  0.001, 10, 256, 100, 10, min-max norm  ,0.5343698854337152
343,  0.001, 10, 256, 100, 10, z-score norm  ,0.9656301145662848
344,  0.001, 10, 500, 5, 10, min-max norm  ,0.4713584288052373
345,  0.001, 10, 500, 5, 10, z-score norm  ,0.955810147299509
346,  0.001, 10, 500, 10, 10, min-max norm  ,0.5122749590834698
347,  0.001, 10, 500, 10, 10, z-score norm  ,0.9566284779050737
348,  0.001, 10, 500, 50, 10, min-max norm  ,0.4918166939443535
349,  0.001, 10, 500, 50, 10, z-score norm  ,0.9639934533551555
350,  0.001, 10, 500, 100, 10, min-max norm  ,0.49427168576104746
351,  0.001, 10, 500, 100, 10, z-score norm  ,0.9746317512274959
352,  0.001, 50, 64, 5, 10, min-max norm  ,0.8363338788870703
353,  0.001, 50, 64, 5, 10, z-score norm  ,0.9607201309328969
354,  0.001, 50, 64, 10, 10, min-max norm  ,0.9361702127659575
355,  0.001, 50, 64, 10, 10, z-score norm  ,0.9549918166939444
356,  0.001, 50, 64, 50, 10, min-max norm  ,0.5220949263502455
357,  0.001, 50, 64, 50, 10, z-score norm  ,0.9713584288052373
358,  0.001, 50, 64, 100, 10, min-max norm  ,0.5171849427168577
359,  0.001, 50, 64, 100, 10, z-score norm  ,0.9828150572831423
360,  0.001, 50, 128, 5, 10, min-max norm  ,0.7504091653027823
361,  0.001, 50, 128, 5, 10, z-score norm  ,0.9599018003273322
362,  0.001, 50, 128, 10, 10, min-max norm  ,0.9304418985270049
363,  0.001, 50, 128, 10, 10, z-score norm  ,0.9566284779050737
364,  0.001, 50, 128, 50, 10, min-max norm  ,0.5147299509001637
365,  0.001, 50, 128, 50, 10, z-score norm  ,0.9795417348608838
366,  0.001, 50, 128, 100, 10, min-max norm  ,0.49918166939443537
367,  0.001, 50, 128, 100, 10, z-score norm  ,0.9762684124386252
368,  0.001, 50, 256, 5, 10, min-max norm  ,0.6571194762684124
369,  0.001, 50, 256, 5, 10, z-score norm  ,0.9574468085106383
370,  0.001, 50, 256, 10, 10, min-max norm  ,0.9353518821603928
371,  0.001, 50, 256, 10, 10, z-score norm  ,0.9590834697217676
372,  0.001, 50, 256, 50, 10, min-max norm  ,0.5351882160392799
373,  0.001, 50, 256, 50, 10, z-score norm  ,0.9746317512274959
374,  0.001, 50, 256, 100, 10, min-max norm  ,0.5147299509001637
375,  0.001, 50, 256, 100, 10, z-score norm  ,0.9713584288052373
376,  0.001, 50, 500, 5, 10, min-max norm  ,0.9525368248772504
377,  0.001, 50, 500, 5, 10, z-score norm  ,0.9484451718494271
378,  0.001, 50, 500, 10, 10, min-max norm  ,0.5016366612111293
379,  0.001, 50, 500, 10, 10, z-score norm  ,0.9500818330605565
380,  0.001, 50, 500, 50, 10, min-max norm  ,0.5188216039279869
381,  0.001, 50, 500, 50, 10, z-score norm  ,0.9656301145662848
